transaction_id,order_date,store_id,product_id,quantity,unit_price_eur,discount_pct,revenue_eur,payment_method
TX000875,2024-09-20,ST003,PR0015,3,6.54,0,19.62,app
TX000876,2024-10-16,ST008,PR0024,3,6.9,0.2,16.56,pin
TX000877,2024-01-21,ST004,PR0025,4,4.3,0.1,15.48,pin
TX000878,2024-05-15,ST004,PR0008,6,1.44,0,8.64,app
TX000879,2024-07-03,ST001,PR0016,7,6.0,0.1,37.8,pin
TX000880,2024-11-28,ST009,PR0004,6,2.06,0.2,9.89,pin
TX000881,2024-05-14,ST003,PR0018,10,2.59,0.15,22.01,cash
TX000882,2024-11-30,ST002,PR0012,7,7.8,0.15,46.41,app
TX000883,2024-05-08,ST009,PR0030,7,5.68,0,39.76,cash
TX000884,2024-06-29,ST010,PR0016,6,6.0,0.1,32.4,pin
TX000885,2024-09-13,ST004,PR0015,3,6.54,0,19.62,pin
TX000886,2024-09-20,ST003,PR0007,5,6.77,0,33.85,pin
TX000887,2024-07-04,ST004,PR0023,10,1.96,0,19.6,cash
TX000888,2024-06-18,ST008,PR0016,2,6.0,0.2,9.6,cash
TX000889,2024-04-17,ST007,PR0006,10,7.74,0.2,61.92,pin
TX000890,2024-05-04,ST010,PR0005,1,1.55,0.15,1.32,pin
TX000891,2024-03-09,ST003,PR0002,9,3.07,0.15,23.49,pin
TX000892,2024-03-26,ST009,PR0030,5,5.68,0,28.4,cash
TX000893,2024-11-02,ST005,PR0021,10,8.28,0,82.8,pin
TX000894,2024-04-20,ST008,PR0020,8,4.08,0.1,29.38,pin
TX000895,2024-04-22,ST010,PR0020,7,4.08,0,28.56,pin
TX000896,2024-11-15,ST006,PR0009,9,8.05,0,72.45,cash
TX000897,2024-11-01,ST007,PR0003,10,6.51,0,65.1,cash
TX000898,2024-03-08,ST009,PR0001,2,4.23,0,8.46,app
TX000899,2024-12-16,ST010,PR0027,7,4.84,0,33.88,pin
TX000900,2024-03-31,ST010,PR0029,8,5.68,0.15,38.62,pin
TX000901,2024-09-29,ST002,PR0025,9,4.3,0,38.7,cash
TX000902,2024-12-03,ST009,PR0029,3,5.68,0.15,14.48,pin
TX000903,2024-12-13,ST006,PR0017,7,4.58,0.1,28.85,pin
TX000904,2024-12-23,ST008,PR0014,9,3.83,0,34.47,cash
TX000905,2024-06-28,ST010,PR0026,10,2.59,0.2,20.72,pin
TX000906,2024-08-05,ST004,PR0009,3,8.05,0.1,21.74,pin
TX000907,2024-05-25,ST007,PR0029,10,5.68,0.15,48.28,pin
TX000908,2024-04-06,ST001,PR0023,1,1.96,0.2,1.57,app
TX000909,2024-09-24,ST007,PR0017,2,4.58,0,9.16,pin
TX000910,2024-12-18,ST002,PR0014,6,3.83,0,22.98,pin
TX000911,2024-08-06,ST009,PR0009,10,8.05,0,80.5,cash
TX000912,2024-10-16,ST007,PR0020,6,4.08,0,24.48,pin
TX000913,2024-07-30,ST008,PR0026,9,2.59,0.15,19.81,pin
TX000914,2024-07-08,ST005,PR0018,9,2.59,0.1,20.98,pin
TX000915,2024-10-22,ST007,PR0025,6,4.3,0.2,20.64,pin
TX000916,2024-12-03,ST008,PR0024,2,6.9,0,13.8,pin
TX000917,2024-02-21,ST006,PR0017,4,4.58,0.1,16.49,app
TX000918,2024-11-10,ST001,PR0006,1,7.74,0.1,6.97,pin
TX000919,2024-03-15,ST007,PR0030,8,5.68,0.15,38.62,pin
TX000920,2024-02-02,ST002,PR0008,5,1.44,0,7.2,app
TX000921,2024-01-20,ST010,PR0030,7,5.68,0.1,35.78,app
TX000922,2024-05-26,ST008,PR0002,10,3.07,0,30.7,cash
TX000923,2024-01-06,ST009,PR0028,4,2.04,0.2,6.53,pin
TX000924,2024-04-09,ST009,PR0026,1,2.59,0.15,2.2,app
TX000925,2024-12-23,ST001,PR0020,4,4.08,0,16.32,pin
TX000926,2024-05-02,ST005,PR0006,1,7.74,0,7.74,cash
TX000927,2024-06-29,ST004,PR0013,7,3.07,0.15,18.27,app
TX000928,2024-01-08,ST009,PR0030,2,5.68,0,11.36,pin
TX000929,2024-10-13,ST005,PR0012,10,7.8,0,78.0,pin
TX000930,2024-11-06,ST010,PR0015,4,6.54,0.1,23.54,pin
TX000931,2024-05-13,ST002,PR0014,3,3.83,0.15,9.77,app
TX000932,2024-02-07,ST002,PR0010,9,2.37,0,21.33,app
TX000933,2024-05-11,ST005,PR0027,9,4.84,0.15,37.03,cash
TX000934,2024-07-12,ST006,PR0016,10,6.0,0,60.0,cash
TX000935,2024-12-14,ST001,PR0029,8,5.68,0.15,38.62,cash
TX000936,2024-02-29,ST004,PR0003,5,6.51,0.1,29.29,pin
TX000937,2024-06-10,ST009,PR0012,7,7.8,0.15,46.41,pin
TX000938,2024-12-24,ST002,PR0008,5,1.44,0,7.2,cash
TX000939,2024-12-10,ST003,PR0003,6,6.51,0.15,33.2,cash
TX000940,2024-06-09,ST005,PR0007,6,6.77,0.15,34.53,pin
TX000941,2024-12-15,ST004,PR0016,4,6.0,0.2,19.2,pin
TX000942,2024-05-03,ST004,PR0007,5,6.77,0,33.85,pin
TX000943,2024-11-12,ST002,PR0005,6,1.55,0,9.3,pin
TX000944,2024-12-12,ST009,PR0020,8,4.08,0,32.64,pin
TX000945,2024-09-03,ST008,PR0020,6,4.08,0,24.48,app
TX000946,2024-05-20,ST005,PR0006,8,7.74,0.15,52.63,cash
TX000947,2024-04-23,ST009,PR0005,10,1.55,0,15.5,cash
TX000948,2024-09-01,ST006,PR0002,9,3.07,0.15,23.49,cash
TX000949,2024-12-17,ST009,PR0015,3,6.54,0,19.62,cash
TX000950,2024-06-10,ST004,PR0001,1,4.23,0.2,3.38,cash
TX000951,2024-10-24,ST010,PR0011,2,6.21,0,12.42,pin
TX000952,2024-04-05,ST005,PR0009,9,8.05,0,72.45,cash
TX000953,2024-11-09,ST008,PR0012,6,7.8,0,46.8,cash
TX000954,2024-04-17,ST006,PR0023,7,1.96,0,13.72,cash
TX000955,2024-05-23,ST003,PR0006,8,7.74,0.15,52.63,app
TX000956,2024-12-17,ST005,PR0027,4,4.84,0,19.36,pin
TX000957,2024-10-11,ST004,PR0028,7,2.04,0.1,12.85,pin
TX000958,2024-03-17,ST003,PR0026,8,2.59,0,20.72,cash
TX000959,2024-09-12,ST009,PR0029,3,5.68,0.2,13.63,app
TX000960,2024-06-10,ST009,PR0010,8,2.37,0,18.96,app
TX000961,2024-01-25,ST003,PR0004,7,2.06,0.2,11.54,pin
TX000962,2024-04-20,ST002,PR0016,5,6.0,0.2,24.0,cash
TX000963,2024-06-20,ST009,PR0012,5,7.8,0,39.0,app
TX000964,2024-05-11,ST002,PR0001,6,4.23,0.1,22.84,pin
TX000965,2024-12-13,ST010,PR0007,10,6.77,0.15,57.54,app
TX000966,2024-03-30,ST009,PR0012,5,7.8,0,39.0,cash
TX000967,2024-08-16,ST005,PR0013,2,3.07,0.15,5.22,cash
TX000968,2024-11-19,ST006,PR0028,3,2.04,0,6.12,cash
TX000969,2024-11-19,ST002,PR0019,10,2.67,0.1,24.03,pin
TX000970,2024-03-23,ST006,PR0008,6,1.44,0,8.64,pin
TX000971,2024-12-29,ST007,PR0020,5,4.08,0.2,16.32,pin
TX000972,2024-08-15,ST009,PR0024,6,6.9,0.15,35.19,cash
TX000973,2024-07-30,ST003,PR0006,3,7.74,0,23.22,pin
TX000974,2024-12-04,ST002,PR0024,5,6.9,0.2,27.6,pin
TX000975,2024-03-26,ST002,PR0004,7,2.06,0,14.42,cash
TX000976,2024-10-07,ST009,PR0001,1,4.23,0.1,3.81,pin
TX000977,2024-02-23,ST002,PR0020,5,4.08,0,20.4,cash
TX000978,2024-06-07,ST005,PR0008,4,1.44,0.2,4.61,cash
TX000979,2024-11-16,ST003,PR0005,3,1.55,0.15,3.95,pin
TX000980,2024-01-18,ST008,PR0028,6,2.04,0,12.24,cash
TX000981,2024-10-03,ST003,PR0018,5,2.59,0.1,11.65,app
TX000982,2024-03-31,ST010,PR0020,10,4.08,0.1,36.72,cash
TX000983,2024-09-25,ST008,PR0010,9,2.37,0,21.33,app
TX000984,2024-04-26,ST006,PR0015,2,6.54,0,13.08,cash
TX000985,2024-05-13,ST001,PR0010,3,2.37,0,7.11,app
TX000986,2024-03-10,ST009,PR0010,6,2.37,0.1,12.8,pin
TX000987,2024-12-18,ST005,PR0025,8,4.3,0.1,30.96,pin
TX000988,2024-08-08,ST001,PR0020,5,4.08,0,20.4,app
TX000989,2024-07-10,ST007,PR0014,4,3.83,0.15,13.02,cash
TX000990,2024-05-07,ST007,PR0023,3,1.96,0.2,4.7,cash
TX000991,2024-04-22,ST004,PR0003,5,6.51,0.1,29.29,app
TX000992,2024-11-09,ST009,PR0010,5,2.37,0.2,9.48,pin
TX000993,2024-07-30,ST003,PR0028,4,2.04,0,8.16,pin
TX000994,2024-05-28,ST010,PR0021,2,8.28,0.1,14.9,cash
TX000995,2024-05-19,ST006,PR0016,10,6.0,0,60.0,pin
TX000996,2024-03-18,ST003,PR0018,1,2.59,0,2.59,pin
TX000997,2024-05-24,ST008,PR0005,5,1.55,0.2,6.2,pin
TX000998,2024-04-29,ST008,PR0005,2,1.55,0,3.1,pin
TX000999,2024-06-24,ST006,PR0010,7,2.37,0.1,14.93,cash
TX001000,2024-12-22,ST003,PR0011,1,6.21,0,6.21,pin
TX001001,2024-05-16,ST008,PR0003,7,6.51,0.15,38.73,pin
TX001002,2024-04-08,ST001,PR0027,5,4.84,0.1,21.78,pin
TX001003,2024-12-31,ST004,PR0013,4,3.07,0.1,11.05,pin
TX001004,2024-04-11,ST009,PR0024,8,6.9,0,55.2,pin
TX001005,2024-08-30,ST006,PR0022,7,6.16,0,43.12,pin
TX001006,2024-11-18,ST009,PR0024,1,6.9,0.15,5.87,pin
TX001007,2024-05-09,ST004,PR0021,8,8.28,0,66.24,pin
TX001008,2024-01-27,ST007,PR0004,4,2.06,0,8.24,pin
TX001009,2024-01-08,ST010,PR0026,3,2.59,0,7.77,pin
TX001010,2024-07-21,ST010,PR0001,4,4.23,0,16.92,cash
TX001011,2024-12-18,ST002,PR0005,10,1.55,0,15.5,pin
TX001012,2024-03-21,ST010,PR0003,8,6.51,0.2,41.66,pin
TX001013,2024-11-16,ST003,PR0002,1,3.07,0,3.07,app
TX001014,2024-02-24,ST006,PR0016,3,6.0,0,18.0,app
TX001015,2024-11-26,ST004,PR0026,6,2.59,0.1,13.99,pin
TX001016,2024-12-18,ST003,PR0012,7,7.8,0.2,43.68,pin
TX001017,2024-01-21,ST009,PR0023,8,1.96,0.1,14.11,pin
TX001018,2024-10-04,ST003,PR0007,8,6.77,0.15,46.04,app
TX001019,2024-06-27,ST005,PR0024,6,6.9,0.1,37.26,app
TX001020,2024-10-10,ST003,PR0003,3,6.51,0.15,16.6,cash
TX001021,2024-05-31,ST008,PR0018,5,2.59,0,12.95,pin
TX001022,2024-11-22,ST003,PR0013,9,3.07,0.2,22.1,pin
TX001023,2024-11-13,ST004,PR0025,6,4.3,0.15,21.93,pin
TX001024,2024-02-02,ST004,PR0027,9,4.84,0.1,39.2,app
TX001025,2024-12-15,ST003,PR0025,8,4.3,0.15,29.24,app
TX001026,2024-05-24,ST006,PR0014,6,3.83,0.2,18.38,pin
TX001027,2024-02-19,ST001,PR0022,9,6.16,0,55.44,pin
TX001028,2024-04-01,ST008,PR0007,1,6.77,0,6.77,pin
TX001029,2024-02-20,ST007,PR0019,1,2.67,0.2,2.14,cash
TX001030,2024-09-26,ST005,PR0023,10,1.96,0.15,16.66,pin
TX001031,2024-07-06,ST002,PR0020,4,4.08,0.2,13.06,pin
TX001032,2024-04-16,ST008,PR0030,8,5.68,0,45.44,pin
TX001033,2024-07-03,ST006,PR0024,9,6.9,0.1,55.89,pin
TX001034,2024-11-11,ST002,PR0017,5,4.58,0,22.9,pin
TX001035,2024-02-09,ST002,PR0017,4,4.58,0,18.32,pin
TX001036,2024-09-29,ST009,PR0007,7,6.77,0,47.39,pin
TX001037,2024-10-18,ST009,PR0018,3,2.59,0.2,6.22,cash
TX001038,2024-02-24,ST008,PR0012,10,7.8,0.2,62.4,cash
TX001039,2024-02-23,ST009,PR0026,3,2.59,0,7.77,cash
TX001040,2024-09-15,ST009,PR0022,6,6.16,0,36.96,app
TX001041,2024-08-14,ST009,PR0029,6,5.68,0,34.08,pin
TX001042,2024-07-09,ST007,PR0025,7,4.3,0.2,24.08,pin
TX001043,2024-11-07,ST004,PR0019,4,2.67,0.15,9.08,cash
TX001044,2024-10-08,ST008,PR0012,5,7.8,0.1,35.1,cash
TX001045,2024-01-01,ST001,PR0010,1,2.37,0.15,2.01,app
TX001046,2024-03-10,ST004,PR0001,5,4.23,0,21.15,pin
TX001047,2024-06-10,ST005,PR0025,1,4.3,0.2,3.44,app
TX001048,2024-09-18,ST003,PR0019,9,2.67,0.15,20.43,pin
TX001049,2024-01-20,ST003,PR0012,8,7.8,0,62.4,pin
TX001050,2024-07-06,ST005,PR0008,10,1.44,0,14.4,pin
TX001051,2024-02-17,ST004,PR0013,10,3.07,0.15,26.09,pin
TX001052,2024-06-15,ST010,PR0006,8,7.74,0.1,55.73,pin
TX001053,2024-10-31,ST010,PR0002,5,3.07,0.2,12.28,cash
TX001054,2024-02-10,ST006,PR0030,1,5.68,0,5.68,cash
TX001055,2024-08-01,ST010,PR0028,2,2.04,0,4.08,pin
TX001056,2024-11-20,ST009,PR0002,7,3.07,0,21.49,pin
TX001057,2024-06-12,ST006,PR0019,9,2.67,0,24.03,app
TX001058,2024-12-23,ST007,PR0005,4,1.55,0,6.2,cash
TX001059,2024-10-31,ST004,PR0017,10,4.58,0,45.8,cash
TX001060,2024-05-28,ST006,PR0005,7,1.55,0,10.85,pin
TX001061,2024-08-31,ST009,PR0024,10,6.9,0,69.0,cash
TX001062,2024-05-14,ST007,PR0013,2,3.07,0.15,5.22,pin
TX001063,2024-03-10,ST008,PR0018,8,2.59,0,20.72,cash
TX001064,2024-11-29,ST010,PR0007,10,6.77,0.15,57.54,app
TX001065,2024-05-06,ST007,PR0003,4,6.51,0,26.04,pin
TX001066,2024-12-16,ST007,PR0003,10,6.51,0,65.1,cash
TX001067,2024-07-06,ST006,PR0007,6,6.77,0,40.62,app
TX001068,2024-12-01,ST003,PR0025,1,4.3,0,4.3,pin
TX001069,2024-11-11,ST008,PR0020,8,4.08,0,32.64,pin
TX001070,2024-04-29,ST003,PR0022,4,6.16,0,24.64,pin
TX001071,2024-02-27,ST003,PR0008,1,1.44,0.15,1.22,pin
TX001072,2024-01-08,ST005,PR0023,6,1.96,0,11.76,cash
TX001073,2024-08-29,ST009,PR0011,1,6.21,0,6.21,pin
TX001074,2024-04-14,ST009,PR0017,9,4.58,0,41.22,cash
TX001075,2024-11-14,ST001,PR0023,3,1.96,0.2,4.7,cash
TX001076,2024-10-25,ST003,PR0002,9,3.07,0,27.63,pin
TX001077,2024-05-25,ST010,PR0026,4,2.59,0.2,8.29,pin
TX001078,2024-01-28,ST002,PR0021,8,8.28,0,66.24,cash
TX001079,2024-12-04,ST006,PR0022,5,6.16,0.2,24.64,pin
TX001080,2024-01-10,ST007,PR0028,5,2.04,0.2,8.16,pin
TX001081,2024-07-13,ST006,PR0023,9,1.96,0,17.64,cash
TX001082,2024-11-01,ST004,PR0003,9,6.51,0,58.59,app
TX001083,2024-08-22,ST001,PR0030,9,5.68,0.2,40.9,pin
TX001084,2024-05-06,ST008,PR0010,9,2.37,0,21.33,cash
TX001085,2024-03-21,ST006,PR0012,1,7.8,0.2,6.24,pin
TX001086,2024-11-16,ST005,PR0008,5,1.44,0.15,6.12,pin
TX001087,2024-11-16,ST001,PR0029,5,5.68,0.1,25.56,app
TX001088,2024-05-23,ST007,PR0005,4,1.55,0,6.2,pin
TX001089,2024-02-14,ST010,PR0017,7,4.58,0.2,25.65,pin
TX001090,2024-08-01,ST007,PR0019,4,2.67,0,10.68,pin
TX001091,2024-11-05,ST003,PR0015,6,6.54,0.15,33.35,pin
TX001092,2024-11-30,ST004,PR0019,3,2.67,0.15,6.81,pin
TX001093,2024-06-07,ST007,PR0030,9,5.68,0,51.12,pin
TX001094,2024-12-01,ST006,PR0030,10,5.68,0,56.8,pin
TX001095,2024-10-12,ST003,PR0024,9,6.9,0,62.1,pin
TX001096,2024-03-15,ST007,PR0025,1,4.3,0,4.3,cash
TX001097,2024-06-04,ST005,PR0024,8,6.9,0.2,44.16,pin
TX001098,2024-04-06,ST001,PR0005,2,1.55,0,3.1,app
TX001099,2024-11-11,ST010,PR0020,5,4.08,0.15,17.34,pin
TX001100,2024-11-01,ST001,PR0008,4,1.44,0.2,4.61,pin
TX001101,2024-02-10,ST010,PR0005,8,1.55,0.15,10.54,cash
TX001102,2024-12-30,ST008,PR0006,6,7.74,0.1,41.8,cash
TX001103,2024-03-11,ST001,PR0007,3,6.77,0,20.31,cash
TX001104,2024-01-08,ST004,PR0014,5,3.83,0,19.15,pin
TX001105,2024-02-03,ST010,PR0030,3,5.68,0.1,15.34,cash
TX001106,2024-12-18,ST004,PR0028,6,2.04,0.1,11.02,cash
TX001107,2024-07-26,ST007,PR0020,1,4.08,0.2,3.26,pin
TX001108,2024-07-20,ST010,PR0024,10,6.9,0.15,58.65,app
TX001109,2024-09-25,ST008,PR0017,1,4.58,0,4.58,cash
TX001110,2024-01-22,ST007,PR0017,4,4.58,0.15,15.57,pin
TX001111,2024-10-12,ST001,PR0017,7,4.58,0.2,25.65,pin
TX001112,2024-05-29,ST005,PR0013,8,3.07,0,24.56,cash
TX001113,2024-03-26,ST001,PR0010,7,2.37,0.15,14.1,app
TX001114,2024-03-13,ST008,PR0027,8,4.84,0.2,30.98,pin
TX001115,2024-09-13,ST009,PR0006,2,7.74,0.15,13.16,pin
TX001116,2024-07-20,ST001,PR0011,7,6.21,0.1,39.12,pin
TX001117,2024-08-20,ST004,PR0029,10,5.68,0.2,45.44,cash
TX001118,2024-02-16,ST003,PR0011,5,6.21,0.2,24.84,pin
TX001119,2024-02-16,ST006,PR0023,2,1.96,0.1,3.53,pin
TX001120,2024-09-25,ST010,PR0024,7,6.9,0.15,41.05,pin
TX001121,2024-07-12,ST003,PR0013,9,3.07,0,27.63,pin
TX001122,2024-10-16,ST003,PR0006,3,7.74,0,23.22,pin
TX001123,2024-08-02,ST008,PR0010,5,2.37,0.2,9.48,pin
TX001124,2024-11-16,ST004,PR0004,3,2.06,0,6.18,pin
TX001125,2024-11-14,ST008,PR0001,5,4.23,0.1,19.04,cash
TX001126,2024-10-05,ST004,PR0020,1,4.08,0.1,3.67,pin
TX001127,2024-10-28,ST008,PR0015,8,6.54,0.1,47.09,pin
TX001128,2024-11-03,ST009,PR0001,10,4.23,0,42.3,pin
TX001129,2024-11-13,ST001,PR0027,9,4.84,0,43.56,pin
TX001130,2024-03-16,ST001,PR0021,1,8.28,0,8.28,pin
TX001131,2024-01-17,ST005,PR0027,10,4.84,0.15,41.14,pin
TX001132,2024-02-14,ST003,PR0004,1,2.06,0.1,1.85,pin
TX001133,2024-12-10,ST010,PR0020,5,4.08,0.2,16.32,app
TX001134,2024-10-14,ST010,PR0015,3,6.54,0.2,15.7,pin
TX001135,2024-01-19,ST006,PR0025,2,4.3,0,8.6,pin
TX001136,2024-07-13,ST009,PR0025,2,4.3,0.1,7.74,pin
TX001137,2024-05-29,ST005,PR0005,8,1.55,0,12.4,pin
TX001138,2024-09-26,ST004,PR0017,7,4.58,0,32.06,app
TX001139,2024-01-30,ST009,PR0019,2,2.67,0.2,4.27,pin
TX001140,2024-09-04,ST005,PR0030,10,5.68,0.2,45.44,cash
TX001141,2024-11-07,ST010,PR0009,6,8.05,0.15,41.05,app
TX001142,2024-06-30,ST008,PR0020,3,4.08,0.15,10.4,app
TX001143,2024-11-19,ST010,PR0016,8,6.0,0,48.0,pin
TX001144,2024-12-28,ST002,PR0007,5,6.77,0,33.85,pin
TX001145,2024-08-26,ST010,PR0024,2,6.9,0,13.8,cash
TX001146,2024-07-30,ST009,PR0011,1,6.21,0,6.21,pin
TX001147,2024-01-06,ST005,PR0023,4,1.96,0,7.84,pin
TX001148,2024-06-06,ST006,PR0017,5,4.58,0.15,19.46,pin
TX001149,2024-02-28,ST010,PR0011,6,6.21,0.1,33.53,app
TX001150,2024-01-15,ST006,PR0007,3,6.77,0,20.31,cash
TX001151,2024-08-30,ST008,PR0021,1,8.28,0,8.28,pin
TX001152,2024-11-17,ST006,PR0029,8,5.68,0.15,38.62,cash
TX001153,2024-07-30,ST005,PR0027,1,4.84,0.15,4.11,app
TX001154,2024-12-13,ST001,PR0018,6,2.59,0.15,13.21,pin
TX001155,2024-10-22,ST002,PR0026,6,2.59,0,15.54,pin
TX001156,2024-05-23,ST009,PR0011,1,6.21,0.1,5.59,pin
TX001157,2024-10-19,ST010,PR0013,10,3.07,0,30.7,pin
TX001158,2024-06-06,ST005,PR0023,6,1.96,0,11.76,cash
TX001159,2024-02-14,ST006,PR0029,8,5.68,0,45.44,cash
TX001160,2024-06-03,ST003,PR0017,4,4.58,0,18.32,pin
TX001161,2024-07-10,ST002,PR0025,1,4.3,0,4.3,cash
TX001162,2024-09-16,ST009,PR0026,1,2.59,0.1,2.33,pin
TX001163,2024-04-07,ST009,PR0030,6,5.68,0.1,30.67,pin
TX001164,2024-06-16,ST009,PR0025,3,4.3,0,12.9,pin
TX001165,2024-04-15,ST009,PR0015,1,6.54,0.1,5.89,pin
TX001166,2024-01-03,ST010,PR0030,5,5.68,0,28.4,pin
TX001167,2024-06-19,ST002,PR0029,8,5.68,0,45.44,app
TX001168,2024-12-03,ST005,PR0001,5,4.23,0.15,17.98,pin
TX001169,2024-06-13,ST005,PR0007,4,6.77,0,27.08,app
TX001170,2024-06-12,ST005,PR0022,8,6.16,0,49.28,pin
TX001171,2024-03-21,ST010,PR0004,5,2.06,0,10.3,app
TX001172,2024-09-20,ST006,PR0007,2,6.77,0.15,11.51,app
TX001173,2024-06-12,ST005,PR0005,5,1.55,0.2,6.2,app
TX001174,2024-05-05,ST010,PR0003,3,6.51,0,19.53,pin
TX001175,2024-10-03,ST001,PR0002,8,3.07,0,24.56,cash
TX001176,2024-12-11,ST001,PR0004,1,2.06,0.1,1.85,pin
TX001177,2024-08-06,ST010,PR0006,7,7.74,0.2,43.34,app
TX001178,2024-11-18,ST005,PR0020,8,4.08,0,32.64,pin
TX001179,2024-04-11,ST010,PR0003,9,6.51,0.1,52.73,pin
TX001180,2024-02-17,ST005,PR0004,8,2.06,0.1,14.83,cash
TX001181,2024-08-28,ST010,PR0008,4,1.44,0,5.76,pin
TX001182,2024-07-05,ST006,PR0006,7,7.74,0.2,43.34,pin
TX001183,2024-08-20,ST008,PR0001,8,4.23,0,33.84,pin
TX001184,2024-06-28,ST005,PR0015,8,6.54,0,52.32,pin
TX001185,2024-11-05,ST002,PR0005,10,1.55,0.15,13.17,cash
TX001186,2024-12-31,ST002,PR0011,2,6.21,0.15,10.56,pin
TX001187,2024-09-29,ST007,PR0013,8,3.07,0.15,20.88,pin
TX001188,2024-11-13,ST008,PR0018,4,2.59,0,10.36,cash
TX001189,2024-02-03,ST010,PR0007,6,6.77,0.2,32.5,cash
TX001190,2024-08-10,ST009,PR0026,10,2.59,0,25.9,pin
TX001191,2024-03-29,ST010,PR0024,2,6.9,0.2,11.04,cash
TX001192,2024-02-28,ST006,PR0020,10,4.08,0.1,36.72,app
TX001193,2024-02-19,ST007,PR0006,8,7.74,0,61.92,pin
TX001194,2024-11-02,ST007,PR0022,2,6.16,0.15,10.47,pin
TX001195,2024-09-10,ST003,PR0003,1,6.51,0,6.51,app
TX001196,2024-11-21,ST003,PR0025,1,4.3,0,4.3,cash
TX001197,2024-09-29,ST010,PR0013,5,3.07,0.15,13.05,cash
TX001198,2024-04-10,ST005,PR0022,4,6.16,0,24.64,app
TX001199,2024-12-13,ST006,PR0030,5,5.68,0.1,25.56,pin
TX001200,2024-10-25,ST007,PR0020,1,4.08,0.15,3.47,pin
TX001201,2024-05-30,ST001,PR0012,1,7.8,0.15,6.63,pin
TX001202,2024-12-26,ST002,PR0027,9,4.84,0,43.56,pin
TX001203,2024-01-16,ST010,PR0014,4,3.83,0.2,12.26,cash
TX001204,2024-11-16,ST007,PR0023,6,1.96,0.1,10.58,cash
TX001205,2024-08-10,ST003,PR0007,9,6.77,0.2,48.74,cash
TX001206,2024-03-12,ST006,PR0018,4,2.59,0.1,9.32,cash
TX001207,2024-03-19,ST003,PR0028,5,2.04,0.2,8.16,pin
TX001208,2024-01-06,ST003,PR0021,2,8.28,0,16.56,cash
TX001209,2024-12-02,ST003,PR0005,7,1.55,0,10.85,cash
TX001210,2024-08-21,ST010,PR0030,10,5.68,0.1,51.12,pin
TX001211,2024-08-20,ST008,PR0014,9,3.83,0.15,29.3,cash
TX001212,2024-06-30,ST010,PR0006,4,7.74,0.1,27.86,pin
TX001213,2024-10-22,ST004,PR0028,8,2.04,0.2,13.06,app
TX001214,2024-05-17,ST010,PR0030,7,5.68,0.15,33.8,pin
TX001215,2024-01-18,ST006,PR0019,1,2.67,0.1,2.4,pin
TX001216,2024-10-24,ST003,PR0023,8,1.96,0,15.68,app
TX001217,2024-05-23,ST009,PR0017,8,4.58,0,36.64,app
TX001218,2024-02-15,ST002,PR0016,4,6.0,0.2,19.2,app
TX001219,2024-10-23,ST006,PR0020,5,4.08,0,20.4,app
TX001220,2024-01-06,ST008,PR0015,8,6.54,0.15,44.47,app
TX001221,2024-06-18,ST005,PR0012,7,7.8,0,54.6,pin
TX001222,2024-01-19,ST010,PR0024,10,6.9,0,69.0,pin
TX001223,2024-02-01,ST010,PR0019,8,2.67,0,21.36,pin
TX001224,2024-12-02,ST010,PR0026,5,2.59,0.2,10.36,pin
TX001225,2024-05-26,ST009,PR0003,8,6.51,0,52.08,pin
TX001226,2024-05-22,ST005,PR0005,5,1.55,0.15,6.59,pin
TX001227,2024-05-11,ST010,PR0024,1,6.9,0,6.9,pin
TX001228,2024-10-29,ST006,PR0022,3,6.16,0.1,16.63,pin
TX001229,2024-05-13,ST009,PR0016,4,6.0,0,24.0,pin
TX001230,2024-06-24,ST003,PR0005,2,1.55,0.15,2.63,cash
TX001231,2024-07-30,ST008,PR0008,7,1.44,0.2,8.06,pin
TX001232,2024-04-17,ST001,PR0024,10,6.9,0,69.0,pin
TX001233,2024-02-29,ST007,PR0006,1,7.74,0.1,6.97,cash
TX001234,2024-06-03,ST004,PR0024,8,6.9,0.15,46.92,cash
TX001235,2024-12-15,ST003,PR0016,7,6.0,0,42.0,app
TX001236,2024-08-10,ST007,PR0010,1,2.37,0.1,2.13,pin
TX001237,2024-09-28,ST006,PR0004,1,2.06,0.15,1.75,cash
TX001238,2024-11-08,ST005,PR0011,5,6.21,0,31.05,pin
TX001239,2024-05-10,ST004,PR0013,10,3.07,0.1,27.63,app
TX001240,2024-04-09,ST003,PR0011,9,6.21,0.2,44.71,pin
TX001241,2024-10-07,ST002,PR0022,1,6.16,0,6.16,pin
TX001242,2024-07-29,ST008,PR0017,2,4.58,0,9.16,pin
TX001243,2024-04-22,ST001,PR0009,5,8.05,0,40.25,pin
TX001244,2024-11-13,ST004,PR0002,2,3.07,0.15,5.22,app
TX001245,2024-11-22,ST002,PR0023,2,1.96,0,3.92,app
TX001246,2024-03-07,ST010,PR0022,7,6.16,0.2,34.5,pin
TX001247,2024-02-26,ST008,PR0009,3,8.05,0,24.15,pin
TX001248,2024-11-23,ST007,PR0030,8,5.68,0,45.44,pin
TX001249,2024-05-11,ST005,PR0025,3,4.3,0,12.9,pin
TX001250,2024-07-14,ST005,PR0011,7,6.21,0,43.47,pin
TX001251,2024-04-01,ST004,PR0003,8,6.51,0.1,46.87,app
TX001252,2024-07-20,ST002,PR0021,3,8.28,0.1,22.36,pin
